words	rst	class	segment	rst_code	class_code
If your interlocutor raises this issue , point out that : ( 1 ) the word contraception literally means against conception , therefore something can not be said	attribution	NoArgument	3126	1	1
if it allows conception , and ( 2 ) the fertilization-based definition of pregnancy is still the predominant definition in medical dictionaries today .	list	NoArgument	3126	12	1
A woman 's risk of dying from having an abortion is 0.6 in 100,000 , while the risk of dying from giving birth is around 14 times higher ( 8.8 in 100,000 ) .	elaboration	Argument	454	9	0
An EU country of 38 million people , Poland sees fewer than 2,000 legal abortions a year , but women 's groups estimate that another 100,000-150 ,000 procedures are performed illegally or abroad .	attribution	NoArgument	3085	1	1
These are logical questions . These are logical questions .	none	NoArgument	704	15	1
It is also an extension of goodwill , and you should ask for the same courtesy .	elaboration	NoArgument	963	9	1
that a human fetus is a human being with a right	elaboration	Argument	3730	9	0
being with a right to live ,	elaboration	Argument	3730	9	0
They argue that a human fetus is a human	attribution	Argument	3730	1	0
being with a right so abortion is similar to murder .	same_unit	Argument	3730	20	0
Bayer Pharmaceuticals sold heroin as an over-the-counter remedy for coughs in the early 1900s .	circumstance	NoArgument	3473	2	1
In the 1950s and the 1960s there were an estimated 200,000 to 1.2 million illegal abortions .	elaboration	Argument	1083	9	0
that the mothers of entertainers Celine Dion , Cher , and Justin Bieber were either advised to have abortions or were considering the procedure , but chose	elaboration	Argument	522	9	0
to have abortions or were considering the procedure , but chose to give birth	elaboration	Argument	522	9	0
to give birth to their babies instead .	purpose	Argument	522	16	0
It has also been reported that the mothers of entertainers Celine Dion , Cher , and Justin Bieber were either advised	attribution	Argument	522	1	0
Six million abortions are the same as six million Jews ; a life is a life .	elaboration	Argument	57	9	0
You will be able to change minds when you inform them	circumstance	NoArgument	2671	2	1
when you inform them that neither of these assumptions is true .	attribution	NoArgument	2671	1	1
The best you can do is arm yourself with the facts and deliver them in what you hope will be a winning way	elaboration	NoArgument	431	9	1
in what you hope will be a winning way for your audience -- meaning you will need	elaboration	NoArgument	431	9	1
for your audience -- meaning you will need to	elaboration	NoArgument	431	9	1
to make	elaboration	NoArgument	431	9	1
your case , in most instances , not in the language of faith or religion	elaboration	NoArgument	431	9	1
of faith or religion but in the language	elaboration	NoArgument	431	9	1
but in the language of the post-modern secularist .	elaboration	NoArgument	431	9	1
to your case , in most instances , not in the language	same_unit	NoArgument	431	20	1
Other birth control is readily available ; thus , abortion should n't be a form of birth control .	elaboration	Argument	1961	9	0
It 's the greatest thing that 's ever happened to him . It 's the greatest thing that 's ever happened to him .	none	NoArgument	1829	15	1
Just maybe a woman has become pregnant despite all birth control	elaboration	Argument	593	9	0
despite all birth control attempts	elaboration	Argument	593	9	0
attempts because the child is destined to do something	reason	Argument	593	18	0
because the child is destined to do something great .	elaboration	Argument	593	9	0
Roe Ruling : More Than Its Author Intended , Los Angeles Times , September 14 , 2005 , accessed January 21 , 2011 , http://articles.lat-imes.com/2005/sep/14/nation/na-abortion14 .	elaboration	NoArgument	535	9	1
There are many couples who spend years on waiting lists	elaboration	Argument	3596	9	0
years on waiting lists trying to adopt a child .	purpose	Argument	3596	16	0
Many women who have abortion in their younger years end up living the rest of their lives in perpetual guilt .	purpose	Argument	784	16	0
More US state abortion restrictions were enacted between 2011 and 2013 ( 205 in total ) than were adopted during the whole previous decade ( 189 ) . More US state abortion restrictions were enacted between 2011 and 2013 ( 205 in total ) than were adopted during the whole previous decade ( 189 ) .	none	NoArgument	363	15	1
I wanted my baby back . I wanted my baby back .	none	NoArgument	279	15	1
He , along with three other Justices , cast dissenting votes last June when the Court temporarily blocked a federal appeals court decision	circumstance	NoArgument	543	2	1
when the Court temporarily blocked a federal appeals court decision upholding almost all of the Texas law .	elaboration	NoArgument	543	9	1
Even in large cities like Warsaw almost all shops were open and companies and offices went about their day-to-day business .	list	NoArgument	3514	12	1
Since that 1973 ruling , more than 55 million lives have been lost to abortion . Since that 1973 ruling , more than 55 million lives have been lost to abortion .	none	Argument	1259	15	0
You might also enjoy : Sign up There was an error .	elaboration	NoArgument	2675	9	1
</li> </li> </ul> <li> <ul> <li> A woman puts herself in danger of mental distress due to the severity of her decision .	attribution	Argument	1795	1	0
If a 1-month old is murdered , it that really different than abortion as far	condition	Argument	2233	5	0
as far as protecting an American 's life ?	list	Argument	2233	12	0
After 24 weeks an abortion can only take place	elaboration	NoArgument	947	9	1
if there is a high risk that the baby would be seriously handicapped .	attribution	NoArgument	947	1	1
or if there is a high risk	attribution	NoArgument	947	1	1
if the woman 's life is in danger or	condition	NoArgument	947	5	1
place if the woman 's life is in danger	attribution	NoArgument	947	1	1
Roe-era feminists like Kate Michelman , the former president of NARAL Pro-Choice America , proclaimed abortion to be the guarantor of a woman 's right	elaboration	Argument	118	9	0
to be the guarantor of a woman 's right to participate	elaboration	Argument	118	9	0
fully in the social and political life of society .	elaboration	Argument	118	9	0
fully in the social and political 	elaboration	Argument	118	9	0
to be the guarantor of a woman 's right fully in the social and political	same_unit	Argument	118	20	0
Many in the pro-life movement prefer to use the term pro-abortion to describe those	purpose	NoArgument	2602	16	1
to use the term pro-abortion to describe those who support the legalization of abortion .	elaboration	NoArgument	2602	9	1
The father may even want the child , but he has no choice	elaboration	Argument	239	9	0
but he has no choice if the mother chooses abortion .	condition	Argument	239	5	0
But abortion would be illegal , so this would not be applicable .	purpose	NoArgument	3638	16	1
so this would not be applicable . 	elaboration	NoArgument	3638	9	1
If not , then the minor 's legal guardians would be responsible for making these decisions . 	condition	NoArgument	1546	5	1
's the rub : We can pretend sex differences do not exist ,	elaboration	Argument	927	9	0
We can pretend sex differences do not exist , but it is women	elaboration	Argument	927	9	0
but it is women who bear the burden	elaboration	Argument	927	9	0
but it is women when we do so .	circumstance	Argument	927	2	0
But here 's the rub :	attribution	Argument	927	1	0
( Rape/incest abortions ac-count for only 1 % of abortions every year according to the Guttmacher Institute , discussed below , and life-saving abortions are similarly rare . ) ( Rape/incest abortions ac-count for only 1 % of abortions every year according to the Guttmacher Institute , discussed below , and life-saving abortions are similarly rare . )	none	Argument	103	15	0
A : They changed me .	elaboration	NoArgument	2364	9	1
Obesity and obesity-related health conditions cost an estimated 10 %	elaboration	NoArgument	2813	9	1
health conditions cost an estimated 10 % of annual medical spending in the United States , totaling $	elaboration	NoArgument	2813	9	1
of annual medical spending in the United States , totaling $ 147 billion in 2008 .	elaboration	NoArgument	2813	9	1
I want my baby back baby back . I want my baby back baby back .	none	NoArgument	3184	15	1
